gc,Q100,Q3,id,Q9,Q20,Q23,Q25,Q31,Q118,Q46,Q110_1,Q110_2,Q110_3,Q110_4,Q110_5,Q89,Q90,Q88,Q58,Q85,Q122,Q111_1,Q111_2,Q111_3,Q111_4,Q111_5,Q111_6,Q111_7,Q111_8,Q111_9,Q111_10,Q111_11,Q111_12,Q111_13,Q111_14,Q111_15,Q111_16,Q111_17,Q111_18,Q111_19,Q111_20,Q111_21,Q59,Q62,Q63,Q121,Q81,Q82,Q112_1,Q112_2,Q112_3,Q112_4,Q112_5,Q112_6,Q112_7,Q112_8,Q112_9,Q112_10,Q68,Q70,Q127,Q71,Q73,Q75,Q76,Q72,Q77_1,Q77_2,Q77_3,Q77_4,Q77_5,Q77_6,Q77_7,Q77_8,Q77_9,Q77_10,Q77_11,Q77_12,Q77_13,Q77_14,Q77_15,Q77_16,Q77_17,Q77_18,Q77_19,Q77_20,Q77_21,Q77_22,Q77_23,Q77_24,Q77_25,Q77_26,Q77_27,Q77_28,Q77_29,Q113,Q119,Q103,gc_T2,Q9_T2,Q20_T2,Q23_T2,Q25_T2,Q31_T2,Q116_T2,Q46_T2,Q110_1_T2,Q110_2_T2,Q110_3_T2,Q110_4_T2,Q110_5_T2,Q89_T2,Q90_T2,Q88_T2,Q58_T2,Q85_T2,Q122_T2,Q111_1_T2,Q111_2_T2,Q111_3_T2,Q111_4_T2,Q111_5_T2,Q111_6_T2,Q111_7_T2,Q111_8_T2,Q111_9_T2,Q111_10_T2,Q111_11_T2,Q111_12_T2,Q111_13_T2,Q111_14_T2,Q111_15_T2,Q111_16_T2,Q111_17_T2,Q111_18_T2,Q111_19_T2,Q111_20_T2,Q111_21_T2,Q59_T2,Q62_T2,Q63_T2,Q81_T2,Q82_T2,Q112_1_T2,Q112_2_T2,Q112_3_T2,Q112_4_T2,Q112_5_T2,Q112_6_T2,Q112_7_T2,Q112_8_T2,Q112_9_T2,Q112_10_T2,Q70_T2,Q71_T2,Q73_T2,Q77_1_T2,Q77_2_T2,Q77_3_T2,Q77_4_T2,Q77_5_T2,Q77_6_T2,Q77_7_T2,Q77_8_T2,Q77_9_T2,Q77_10_T2,Q77_11_T2,Q77_12_T2,Q77_13_T2,Q77_14_T2,Q77_15_T2,Q77_16_T2,Q77_17_T2,Q77_18_T2,Q77_19_T2,Q77_20_T2,Q77_21_T2,Q77_22_T2,Q77_23_T2,Q77_24_T2,Q77_25_T2,Q77_26_T2,Q77_27_T2,Q77_28_T2,Q77_29_T2,Q113_T2,Q119_T2,Q103_T2,gc_T3,Q9_T3,Q20_T3,Q23_T3,Q25_T3,Q31_T3,Q116_T3,Q46_T3,Q110_1_T3,Q110_2_T3,Q110_3_T3,Q110_4_T3,Q110_5_T3,Q89_T3,Q90_T3,Q88_T3,Q58_T3,Q85_T3,Q122_T3,Q111_1_T3,Q111_2_T3,Q111_3_T3,Q111_4_T3,Q111_5_T3,Q111_6_T3,Q111_7_T3,Q111_8_T3,Q111_9_T3,Q111_10_T3,Q111_11_T3,Q111_12_T3,Q111_13_T3,Q111_14_T3,Q111_15_T3,Q111_16_T3,Q111_17_T3,Q111_18_T3,Q111_19_T3,Q111_20_T3,Q111_21_T3,Q59_T3,Q62_T3,Q63_T3,Q81_T3,Q82_T3,Q112_1_T3,Q112_2_T3,Q112_3_T3,Q112_4_T3,Q112_5_T3,Q112_6_T3,Q112_7_T3,Q112_8_T3,Q112_9_T3,Q112_10_T3,Q70_T3,Q71_T3,Q73_T3,Q77_1_T3,Q77_2_T3,Q77_3_T3,Q77_4_T3,Q77_5_T3,Q77_6_T3,Q77_7_T3,Q77_8_T3,Q77_9_T3,Q77_10_T3,Q77_11_T3,Q77_12_T3,Q77_13_T3,Q77_14_T3,Q77_15_T3,Q77_16_T3,Q77_17_T3,Q77_18_T3,Q77_19_T3,Q77_20_T3,Q77_21_T3,Q77_22_T3,Q77_23_T3,Q77_24_T3,Q77_25_T3,Q77_26_T3,Q77_27_T3,Q77_28_T3,Q77_29_T3,Q113_T3,Q119_T3,Q103_T3,gc_T4,Q9_T4,Q20_T4,Q23_T4,Q25_T4,Q31_T4,Q116_T4,Q46_T4,Q110_1_T4,Q110_2_T4,Q110_3_T4,Q110_4_T4,Q110_5_T4,Q89_T4,Q90_T4,Q88_T4,Q58_T4,Q85_T4,Q122_T4,Q111_1_T4,Q111_2_T4,Q111_3_T4,Q111_4_T4,Q111_5_T4,Q111_6_T4,Q111_7_T4,Q111_8_T4,Q111_9_T4,Q111_10_T4,Q111_11_T4,Q111_12_T4,Q111_13_T4,Q111_14_T4,Q111_15_T4,Q111_16_T4,Q111_17_T4,Q111_18_T4,Q111_19_T4,Q111_20_T4,Q111_21_T4,Q59_T4,Q62_T4,Q63_T4,Q81_T4,Q82_T4,Q112_1_T4,Q112_2_T4,Q112_3_T4,Q112_4_T4,Q112_5_T4,Q112_6_T4,Q112_7_T4,Q112_8_T4,Q112_9_T4,Q112_10_T4,Q70_T4,Q71_T4,Q73_T4,Q77_1_T4,Q77_2_T4,Q77_3_T4,Q77_4_T4,Q77_5_T4,Q77_6_T4,Q77_7_T4,Q77_8_T4,Q77_9_T4,Q77_10_T4,Q77_11_T4,Q77_12_T4,Q77_13_T4,Q77_14_T4,Q77_15_T4,Q77_16_T4,Q77_17_T4,Q77_18_T4,Q77_19_T4,Q77_20_T4,Q77_21_T4,Q77_22_T4,Q77_23_T4,Q77_24_T4,Q77_25_T4,Q77_26_T4,Q77_27_T4,Q77_28_T4,Q77_29_T4,Q113_T4,Q119_T4,Q103_T4,gc_T5,Q9_T5,Q20_T5,Q23_T5,Q25_T5,Q31_T5,Q116_T5,Q46_T5,Q110_1_T5,Q110_2_T5,Q110_3_T5,Q110_4_T5,Q110_5_T5,Q89_T5,Q90_T5,Q88_T5,Q58_T5,Q85_T5,Q122_T5,Q111_1_T5,Q111_2_T5,Q111_3_T5,Q111_4_T5,Q111_5_T5,Q111_6_T5,Q111_7_T5,Q111_8_T5,Q111_9_T5,Q111_10_T5,Q111_11_T5,Q111_12_T5,Q111_13_T5,Q111_14_T5,Q111_15_T5,Q111_16_T5,Q111_17_T5,Q111_18_T5,Q111_19_T5,Q111_20_T5,Q111_21_T5,Q59_T5,Q62_T5,Q63_T5,Q81_T5,Q82_T5,Q112_1_T5,Q112_2_T5,Q112_3_T5,Q112_4_T5,Q112_5_T5,Q112_6_T5,Q112_7_T5,Q112_8_T5,Q112_9_T5,Q112_10_T5,Q70_T5,Q77_1_T5,Q77_2_T5,Q77_3_T5,Q77_4_T5,Q77_5_T5,Q77_6_T5,Q77_7_T5,Q77_8_T5,Q77_9_T5,Q77_10_T5,Q77_11_T5,Q77_12_T5,Q77_13_T5,Q77_14_T5,Q77_15_T5,Q77_16_T5,Q77_17_T5,Q77_18_T5,Q77_19_T5,Q77_20_T5,Q77_21_T5,Q77_22_T5,Q77_23_T5,Q77_24_T5,Q77_25_T5,Q77_26_T5,Q77_27_T5,Q77_28_T5,Q77_29_T5,Q113_T5,Q119_T5,Q103_T5,gc_T6,Q9_T6,Q20_T6,Q23_T6,Q25_T6,Q31_T6,Q116_T6,Q46_T6,Q110_1_T6,Q110_2_T6,Q110_3_T6,Q110_4_T6,Q110_5_T6,Q89_T6,Q90_T6,Q88_T6,Q58_T6,Q85_T6,Q122_T6,Q111_1_T6,Q111_2_T6,Q111_3_T6,Q111_4_T6,Q111_5_T6,Q111_6_T6,Q111_7_T6,Q111_8_T6,Q111_9_T6,Q111_10_T6,Q111_11_T6,Q111_12_T6,Q111_13_T6,Q111_14_T6,Q111_15_T6,Q111_16_T6,Q111_17_T6,Q111_18_T6,Q111_19_T6,Q111_20_T6,Q111_21_T6,Q59_T6,Q62_T6,Q63_T6,Q81_T6,Q82_T6,Q112_1_T6,Q112_2_T6,Q112_3_T6,Q112_4_T6,Q112_5_T6,Q112_6_T6,Q112_7_T6,Q112_8_T6,Q112_9_T6,Q112_10_T6,Q70_T6,Q71_T6,Q73_T6,Q77_1_T6,Q77_2_T6,Q77_3_T6,Q77_4_T6,Q77_5_T6,Q77_6_T6,Q77_7_T6,Q77_8_T6,Q77_9_T6,Q77_10_T6,Q77_11_T6,Q77_12_T6,Q77_13_T6,Q77_14_T6,Q77_15_T6,Q77_16_T6,Q77_17_T6,Q77_18_T6,Q77_19_T6,Q77_20_T6,Q77_21_T6,Q77_22_T6,Q77_23_T6,Q77_24_T6,Q77_25_T6,Q77_26_T6,Q77_27_T6,Q77_28_T6,Q77_29_T6,Q113_T6,Q119_T6,Q103_T6,gc_T7,Q9_T7,Q20_T7,Q23_T7,Q25_T7,Q31_T7,Q116_T7,Q46_T7,Q110_1_T7,Q110_2_T7,Q110_3_T7,Q110_4_T7,Q110_5_T7,Q89_T7,Q90_T7,Q88_T7,Q58_T7,Q85_T7,Q122_T7,Q111_1_T7,Q111_2_T7,Q111_3_T7,Q111_4_T7,Q111_5_T7,Q111_6_T7,Q111_7_T7,Q111_8_T7,Q111_9_T7,Q111_10_T7,Q111_11_T7,Q111_12_T7,Q111_13_T7,Q111_14_T7,Q111_15_T7,Q111_16_T7,Q111_17_T7,Q111_18_T7,Q111_19_T7,Q111_20_T7,Q111_21_T7,Q59_T7,Q62_T7,Q63_T7,Q81_T7,Q82_T7,Q112_1_T7,Q112_2_T7,Q112_3_T7,Q112_4_T7,Q112_5_T7,Q112_6_T7,Q112_7_T7,Q112_8_T7,Q112_9_T7,Q112_10_T7,Q70_T7,Q71_T7,Q73_T7,Q77_1_T7,Q77_2_T7,Q77_3_T7,Q77_4_T7,Q77_5_T7,Q77_6_T7,Q77_7_T7,Q77_8_T7,Q77_9_T7,Q77_10_T7,Q77_11_T7,Q77_12_T7,Q77_13_T7,Q77_14_T7,Q77_15_T7,Q77_16_T7,Q77_17_T7,Q77_18_T7,Q77_19_T7,Q77_20_T7,Q77_21_T7,Q77_22_T7,Q77_23_T7,Q77_24_T7,Q77_25_T7,Q77_26_T7,Q77_27_T7,Q77_28_T7,Q77_29_T7,Q113_T7,Q119_T7,Q103_T7,gc_T8,Q9_T8,Q20_T8,Q23_T8,Q25_T8,Q31_T8,Q116_T8,Q46_T8,Q89_T8,Q90_T8,Q88_T8,Q58_T8,Q85_T8,Q122_T8,Q111_1_T8,Q111_2_T8,Q111_3_T8,Q111_4_T8,Q111_5_T8,Q111_6_T8,Q111_7_T8,Q111_8_T8,Q111_9_T8,Q111_10_T8,Q111_11_T8,Q111_12_T8,Q111_13_T8,Q111_14_T8,Q111_15_T8,Q111_16_T8,Q111_17_T8,Q111_18_T8,Q111_19_T8,Q111_20_T8,Q111_21_T8,Q59_T8,Q62_T8,Q63_T8,Q81_T8,Q82_T8,Q112_1_T8,Q112_2_T8,Q112_3_T8,Q112_4_T8,Q112_5_T8,Q112_6_T8,Q112_7_T8,Q112_8_T8,Q112_9_T8,Q112_10_T8,Q70_T8,Q71_T8,Q73_T8,Q77_1_T8,Q77_2_T8,Q77_3_T8,Q77_4_T8,Q77_5_T8,Q77_6_T8,Q77_7_T8,Q77_8_T8,Q77_9_T8,Q77_10_T8,Q77_11_T8,Q77_12_T8,Q77_13_T8,Q77_14_T8,Q77_15_T8,Q77_16_T8,Q77_17_T8,Q77_18_T8,Q77_19_T8,Q77_20_T8,Q77_21_T8,Q77_22_T8,Q77_23_T8,Q77_24_T8,Q77_25_T8,Q77_26_T8,Q77_27_T8,Q77_28_T8,Q77_29_T8,Q113_T8,Q119_T8,Q103_T8,gc_T9,Q9_T9,Q20_T9,Q23_T9,Q25_T9,Q31_T9,Q116_T9,Q46_T9,Q110_1_T9,Q110_2_T9,Q110_3_T9,Q110_4_T9,Q110_5_T9,Q89_T9,Q90_T9,Q88_T9,Q58_T9,Q85_T9,Q122_T9,Q111_1_T9,Q111_2_T9,Q111_3_T9,Q111_4_T9,Q111_5_T9,Q111_6_T9,Q111_7_T9,Q111_8_T9,Q111_9_T9,Q111_10_T9,Q111_11_T9,Q111_12_T9,Q111_13_T9,Q111_14_T9,Q111_15_T9,Q111_16_T9,Q111_17_T9,Q111_18_T9,Q111_19_T9,Q111_20_T9,Q111_21_T9,Q59_T9,Q62_T9,Q63_T9,Q81_T9,Q82_T9,Q112_1_T9,Q112_2_T9,Q112_3_T9,Q112_4_T9,Q112_5_T9,Q112_6_T9,Q112_7_T9,Q112_8_T9,Q112_9_T9,Q112_10_T9,Q70_T9,Q71_T9,Q73_T9,Q77_1_T9,Q77_2_T9,Q77_3_T9,Q77_4_T9,Q77_5_T9,Q77_6_T9,Q77_7_T9,Q77_8_T9,Q77_9_T9,Q77_10_T9,Q77_11_T9,Q77_12_T9,Q77_13_T9,Q77_14_T9,Q77_15_T9,Q77_16_T9,Q77_17_T9,Q77_18_T9,Q77_19_T9,Q77_20_T9,Q77_21_T9,Q77_22_T9,Q77_23_T9,Q77_24_T9,Q77_25_T9,Q77_26_T9,Q77_27_T9,Q77_28_T9,Q77_29_T9,Q113_T9,Q119_T9,Q103_T9,Q124_T9,Q125_T9,Q126_T9,Q127_T9,Q128_T9,Q131_T9,socialsupport_withouttangiblesupport_T1,socialsupport_withouttangiblesupport_T2,socialsupport_withouttangiblesupport_T3,socialsupport_withouttangiblesupport_T4,socialsupport_withouttangiblesupport_T5,socialsupport_withouttangiblesupport_T6,socialsupport_withouttangiblesupport_T7,socialsupport_withouttangiblesupport_T8,socialsupport_withouttangiblesupport_T9,socialsupport_includingtangiblesupport_T1,socialsupport_includingtangiblesupport_T2,socialsupport_includingtangiblesupport_T3,socialsupport_includingtangiblesupport_T4,socialsupport_includingtangiblesupport_T5,socialsupport_includingtangiblesupport_T6,socialsupport_includingtangiblesupport_T7,socialsupport_includingtangiblesupport_T8,socialsupport_includingtangiblesupport_T9,tangiblesupportonly_T1,tangiblesupportonly_T2,tangiblesupportonly_T3,tangiblesupportonly_T4,tangiblesupportonly_T5,tangiblesupportonly_T6,tangiblesupportonly_T7,tangiblesupportonly_T8,tangiblesupportonly_T9,depression_T1,depression_T2,depression_T3,depression_T4,depression_T5,depression_T6,depression_T7,depression_T8,depression_T9,anxiety_T1,anxiety_T2,anxiety_T3,anxiety_T4,anxiety_T5,anxiety_T6,anxiety_T7,anxiety_T8,anxiety_T9,stress_T1,stress_T2,stress_T3,stress_T4,stress_T5,stress_T6,stress_T7,stress_T8,stress_T9,DASStotal_T1,DASStotal_T2,DASStotal_T3,DASStotal_T4,DASStotal_T5,DASStotal_T6,DASStotal_T7,DASStotal_T8,DASStotal_T9,briefsleepdisturbance_T1,briefsleepdisturbance_T2,briefsleepdisturbance_T3,briefsleepdisturbance_T4,briefsleepdisturbance_T5,briefsleepdisturbance_T6,briefsleepdisturbance_T7,briefsleepdisturbance_T8,briefsleepdisturbance_T9,videogameaddiction_T1,videogameaddiction_T2,videogameaddiction_T3,videogameaddiction_T4,videogameaddiction_T5,videogameaddiction_T6,videogameaddiction_T7,videogameaddiction_T8,videogameaddiction_T9,videogameengagement_T1,videogameengagement_T2,videogameengagement_T3,videogameengagement_T4,videogameengagement_T5,videogameengagement_T6,videogameengagement_T7,videogameengagement_T8,videogameengagement_T9,videogameaddiction_noneutralitem_T1,videogameaddiction_noneutralitem_T2,videogameaddiction_noneutralitem_T3,videogameaddiction_noneutralitem_T4,videogameaddiction_noneutralitem_T5,videogameaddiction_noneutralitem_T6,videogameaddiction_noneutralitem_T7,videogameaddiction_noneutralitem_T8,videogameaddiction_noneutralitem_T9,Q110_1_T8,Q110_2_T8,Q110_3_T8,Q110_4_T8,Q110_5_T8,Q71_T5,Q73_T5
 , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
